author,published,summary,id,is_com_or_sub,link,header,title
Thomas Rüegger (Thomas Rüegger),2022-04-24 17:46:03+00:00,Immerhin hat er nach seinem zweiten Tor nicht nochmals das Trikot ausgezogen. Wäre eventuell eine Premiere gewesen.,https://www.srf.ch/sport/fussball/super-league/basel-schlaegt-luzern-mit-3-0-spielverderber-stocker-fcz-meisterparty-muss-noch-warten,com,https://www.srf.ch/sport/fussball/super-league/basel-schlaegt-luzern-mit-3-0-spielverderber-stocker-fcz-meisterparty-muss-noch-warten,,
Dieter Hansen (Dieter H.),2022-04-24 18:44:26+00:00,"@Zingg: Typischer Kommentar eines Stocker-Haters. Ich glaube nicht, dass Stocker für sie sympathisch sein will.....",https://www.srf.ch/sport/fussball/super-league/basel-schlaegt-luzern-mit-3-0-spielverderber-stocker-fcz-meisterparty-muss-noch-warten,com,https://www.srf.ch/sport/fussball/super-league/basel-schlaegt-luzern-mit-3-0-spielverderber-stocker-fcz-meisterparty-muss-noch-warten,,
jean-claude albert heusser(jeani),2022-04-24 17:00:29+00:00,"Der FCB hat seine  Pflicht erfüllt und geliefert, auch Dank Effizients und einem überragenden Kinder im Tor!Wichtig ist auch Platz 2 gefestigt zu haben!",https://www.srf.ch/sport/fussball/super-league/basel-schlaegt-luzern-mit-3-0-spielverderber-stocker-fcz-meisterparty-muss-noch-warten,com,https://www.srf.ch/sport/fussball/super-league/basel-schlaegt-luzern-mit-3-0-spielverderber-stocker-fcz-meisterparty-muss-noch-warten,,
Andre Da Silva(DaSilva),2022-04-24 16:51:01+00:00,"Etwas schmeichelhafter Sieg für Basel, sehr bitterer Nachmittag für den FCL. Dass sich der FCB mehr erlauben kann als andere Teams ist unlängst bekannt, das heute war ein weiterer Beweis. Der Trikotzupfer von Stocker kann man noch so durchgehen lassen aber Tavares muss mit Gelb/Rot vom Platz.",https://www.srf.ch/sport/fussball/super-league/basel-schlaegt-luzern-mit-3-0-spielverderber-stocker-fcz-meisterparty-muss-noch-warten,com,https://www.srf.ch/sport/fussball/super-league/basel-schlaegt-luzern-mit-3-0-spielverderber-stocker-fcz-meisterparty-muss-noch-warten,,
Dieter Hansen (Dieter H.),2022-04-24 19:04:58+00:00,@Da Silva: Und darum wurde auch nach dem Foul an Esposito im Strafraum nicht auf Penalty entschieden. Basel Bonus halt.....,https://www.srf.ch/sport/fussball/super-league/basel-schlaegt-luzern-mit-3-0-spielverderber-stocker-fcz-meisterparty-muss-noch-warten,com,https://www.srf.ch/sport/fussball/super-league/basel-schlaegt-luzern-mit-3-0-spielverderber-stocker-fcz-meisterparty-muss-noch-warten,,
Andre Da Silva (DaSilva),2022-04-24 19:40:32+00:00,@Hansen also da muss man wirklich die tief Rot/Blaue-Brille tragen um das als Foul zu werten. Das war nichts anderes als eine billige Esposito-Schwalbe.,https://www.srf.ch/sport/fussball/super-league/basel-schlaegt-luzern-mit-3-0-spielverderber-stocker-fcz-meisterparty-muss-noch-warten,com,https://www.srf.ch/sport/fussball/super-league/basel-schlaegt-luzern-mit-3-0-spielverderber-stocker-fcz-meisterparty-muss-noch-warten,,
Dieter Hansen (Dieter H.),2022-04-24 20:15:10+00:00,"@Da Silva: Sogar der Kommentator (auf dessen Aussagen ich sowieso nicht viel Wert lege) hat eine Berührung festgestellt. Aber anscheinend war es nur eine 'leichte'. Dass sie keine sehen wollen, überrascht mich hingegen überhaupt nicht....",https://www.srf.ch/sport/fussball/super-league/basel-schlaegt-luzern-mit-3-0-spielverderber-stocker-fcz-meisterparty-muss-noch-warten,com,https://www.srf.ch/sport/fussball/super-league/basel-schlaegt-luzern-mit-3-0-spielverderber-stocker-fcz-meisterparty-muss-noch-warten,,
Anton Schindelholz (Anton Schindelholz),2022-04-24 20:33:47+00:00,Wichtig ist am Basler Sieg dass immer gewisse Leute ihren Täglichen  Frust ab lassen können.,https://www.srf.ch/sport/fussball/super-league/basel-schlaegt-luzern-mit-3-0-spielverderber-stocker-fcz-meisterparty-muss-noch-warten,com,https://www.srf.ch/sport/fussball/super-league/basel-schlaegt-luzern-mit-3-0-spielverderber-stocker-fcz-meisterparty-muss-noch-warten,,
Andre Da Silva (DaSilva),2022-04-24 21:36:26+00:00,"@Hansen Haha... wer sagt denn, dass ich keine sehen will. Sie haben natürlich recht, dass war ein richtig übler Tritt. Da erstaunt es wirklich nicht dass Espositos Beine danach aufgehört haben zu funktionieren. Wenn dieser ""Streichler"" ein Foul gewesen sein soll, dann müsste man bei Tavares ja von einer direkten Roten sprechen. Dass sie da einen Penalty fordern überrascht mich aber nicht. Übrigens hat es für ihren Geschmack nicht zu wenig FCB Bildli im Artikel....",https://www.srf.ch/sport/fussball/super-league/basel-schlaegt-luzern-mit-3-0-spielverderber-stocker-fcz-meisterparty-muss-noch-warten,com,https://www.srf.ch/sport/fussball/super-league/basel-schlaegt-luzern-mit-3-0-spielverderber-stocker-fcz-meisterparty-muss-noch-warten,,
Roland Moeri (Gascoigne),2022-04-25 07:40:05+00:00,@DaSilvaYou made my day:-),https://www.srf.ch/sport/fussball/super-league/basel-schlaegt-luzern-mit-3-0-spielverderber-stocker-fcz-meisterparty-muss-noch-warten,com,https://www.srf.ch/sport/fussball/super-league/basel-schlaegt-luzern-mit-3-0-spielverderber-stocker-fcz-meisterparty-muss-noch-warten,,
Samuel Nussbaumer(Bienäsämi),2022-04-24 09:57:30+00:00,"Hop,Hop, Hop Luzern!!",https://www.srf.ch/sport/fussball/super-league/basel-empfaengt-luzern-remis-koenige-wollen-nicht-wieder-ihrem-lieblingsresultat-froenen,com,https://www.srf.ch/sport/fussball/super-league/basel-empfaengt-luzern-remis-koenige-wollen-nicht-wieder-ihrem-lieblingsresultat-froenen,,
nan,2022-05-08 18:35:00+00:00,"Luzern gewinnt in der 33. SL-Runde gegen Servette zu Hause verdient, aber zu … Zehn Minuten vor dem Ende, als Luzern mit einem 2:0 im Rücken und einem …",https://www.srf.ch/sport/fussball/super-league/4-0-heimsieg-gegen-servette-luzern-mindestens-in-der-barrage-und-nur-noch-3-punkte-hinter-gc,sub,https://www.srf.ch/sport/fussball/super-league/4-0-heimsieg-gegen-servette-luzern-mindestens-in-der-barrage-und-nur-noch-3-punkte-hinter-gc,4:0-Heimsieg gegen Servette,Luzern mindestens in der Barrage und nur noch 3 Punkte hinter GC
nan,2022-05-01 18:40:00+00:00,"Der FC Luzern feiert im Kellerduell der 32. Runde der Super League gegen Laus … Der FC Luzern wahrt die Chancen, den Barrage-Platz in den letzten vier Runden …",https://www.srf.ch/sport/fussball/super-league/3-0-heimsieg-gegen-lausanne-luzern-feiert-wichtigen-erfolg-im-abstiegskampf,sub,https://www.srf.ch/sport/fussball/super-league/3-0-heimsieg-gegen-lausanne-luzern-feiert-wichtigen-erfolg-im-abstiegskampf,3:0-Heimsieg gegen Lausanne,Luzern feiert wichtigen Erfolg im Abstiegskampf
nan,2022-04-26 16:39:00+00:00,"… unsichere Stellen für Velofahrende in der Stadt Luzern. «Wenn Schülerinnen und Schüler vom Maihof … Eine richtige Velostadt sei Luzern nicht. Noch nicht, wenn es nach der Interessenorganisation geht …",https://www.srf.ch/news/abstimmungen-15-mai-2022/abstimmung-stadt-luzern-braucht-luzern-mehr-zusammenhaengende-velorouten,sub,https://www.srf.ch/news/abstimmungen-15-mai-2022/abstimmung-stadt-luzern-braucht-luzern-mehr-zusammenhaengende-velorouten,Abstimmung Stadt Luzern,Braucht Luzern mehr zusammenhängende Velorouten?
nan,2022-04-26 14:45:00+00:00,"Kriens-Luzern trennt sich per sofort und nicht wie im März angekündigt zum Saison … Schmid, seine Rückkehr zum HC Kriens-Luzern auf die Saison 2022/23 bekanntgegeben …",https://www.srf.ch/sport/mehr-sport/handball/mitten-in-den-playoffs-perkovac-bei-kriens-luzern-per-sofort-freigestellt,sub,https://www.srf.ch/sport/mehr-sport/handball/mitten-in-den-playoffs-perkovac-bei-kriens-luzern-per-sofort-freigestellt,Mitten in den Playoffs,Perkovac bei Kriens-Luzern per sofort freigestellt
nan,2022-04-24 18:37:00+00:00,Basel schlägt Luzern in der 31. Runde der Super League zuhause mit 3:0. Damit … Die Zürcher Meisterparty muss noch mindestens eine Woche warten. Weil Basel zuhause gegen Luzern …,https://www.srf.ch/sport/fussball/super-league/basel-schlaegt-luzern-mit-3-0-spielverderber-stocker-fcz-meisterparty-muss-noch-warten,sub,https://www.srf.ch/sport/fussball/super-league/basel-schlaegt-luzern-mit-3-0-spielverderber-stocker-fcz-meisterparty-muss-noch-warten,Basel schlägt Luzern mit 3:0,Spielverderber Stocker: FCZ-Meisterparty muss noch warten
nan,2022-04-24 09:48:00+00:00,"… zwar die Meisterfeier des FCZ vertagen. Doch Basel will mehr und Luzern braucht mehr. Am anderen Tabellenende muss auch bei Luzern ein Vollerfolg her, um vom Barrageplatz …",https://www.srf.ch/sport/fussball/super-league/basel-empfaengt-luzern-remis-koenige-wollen-nicht-wieder-ihrem-lieblingsresultat-froenen,sub,https://www.srf.ch/sport/fussball/super-league/basel-empfaengt-luzern-remis-koenige-wollen-nicht-wieder-ihrem-lieblingsresultat-froenen,Basel empfängt Luzern,Remis-Könige wollen nicht wieder ihrem Lieblingsresultat frönen
nan,2022-04-21 23:01:00+00:00,Der FC Lugano bodigt den FC Luzern im Cup-Halbfinal zuhause im Elf … Denn Celar war gegen Luzern einmal mehr in Torlaune. Bereits in den 4 Duellen …,https://www.srf.ch/sport/fussball/schweizer-cup/4-3-i-e-gegen-luzern-celar-pflueckt-lugano-den-cup-final-vom-tessiner-himmel,sub,https://www.srf.ch/sport/fussball/schweizer-cup/4-3-i-e-gegen-luzern-celar-pflueckt-lugano-den-cup-final-vom-tessiner-himmel,4:3 i.E. gegen Luzern,Celar pflückt Lugano den Cup-Final vom Tessiner Himmel
nan,2022-04-21 12:11:00+00:00,Beim FC Luzern ist einen Monat vor Saisonende noch alles möglich – vom Cupsieg … Das Cup-Halbfinalspiel zwischen Lugano und Luzern sehen Sie am Donnerstag …,https://www.srf.ch/sport/fussball/schweizer-cup/der-titelverteidiger-in-lugano-luzern-will-mit-schub-und-jokern-in-den-cupfinal-einziehen,sub,https://www.srf.ch/sport/fussball/schweizer-cup/der-titelverteidiger-in-lugano-luzern-will-mit-schub-und-jokern-in-den-cupfinal-einziehen,Der Titelverteidiger in Lugano,Luzern will mit Schub und Jokern in den Cupfinal einziehen
nan,2022-04-18 16:35:00+00:00,"Luzern fügt St. Gallen in der 30. Runde der Super League die erste Niederlage in … Es wäre ein schmeichelhafter Sieg für die Gäste gewesen, war doch Luzern ebenbürtig gewesen und …",https://www.srf.ch/sport/fussball/super-league/spaeter-3-2-heimsieg-weil-fricks-joker-stechen-luzern-beendet-st-gallens-hoehenflug,sub,https://www.srf.ch/sport/fussball/super-league/spaeter-3-2-heimsieg-weil-fricks-joker-stechen-luzern-beendet-st-gallens-hoehenflug,Später 3:2-Heimsieg,Weil Fricks Joker stechen: Luzern beendet St. Gallens Höhenflug
nan,2022-04-18 09:19:00+00:00,"… Bein stellen kann, dann wohl der FC Luzern. Vor heimischem Publikum feierten die Innerschweizer … sich für viele Fans erst drei Tage nach dem Duell mit Luzern am Ostermontag.",https://www.srf.ch/sport/fussball/super-league/fcsg-zu-gast-beim-angstgegner-stoppt-der-fc-luzern-die-st-galler-ungeschlagenheit,sub,https://www.srf.ch/sport/fussball/super-league/fcsg-zu-gast-beim-angstgegner-stoppt-der-fc-luzern-die-st-galler-ungeschlagenheit,FCSG zu Gast beim Angstgegner,Stoppt der FC Luzern die St. Galler Ungeschlagenheit?
nan,2022-04-09 22:44:00+00:00,GC und Luzern machen in der 29. Super-League-Runde keinen Sieger untere … Der Anschlusstreffer war hochverdient und diente als weitere Motivationsspritze für Luzern.,https://www.srf.ch/sport/fussball/super-league/und-doch-ist-niemand-happy-spektakel-im-letzigrund-gc-zittert-sich-gegen-luzern-zum-remis,sub,https://www.srf.ch/sport/fussball/super-league/und-doch-ist-niemand-happy-spektakel-im-letzigrund-gc-zittert-sich-gegen-luzern-zum-remis,Und doch ist niemand happy,Spektakel im Letzigrund: GC zittert sich gegen Luzern zum Remis
nan,2022-04-09 12:21:00+00:00,"Die Grasshoppers warten seit fast 2 Monaten auf einen Dreier. Holen Sie diesen gegen Luzern … Nein, Luzern ist nicht gerade der Lieblingsgegner der Grasshoppers. Der letzte GC-Sieg …",https://www.srf.ch/sport/fussball/super-league/luzern-zu-gast-im-letzigrund-ein-idealer-zeitpunkt-fuer-gc-endlich-3-punkte-zu-holen-nur,sub,https://www.srf.ch/sport/fussball/super-league/luzern-zu-gast-im-letzigrund-ein-idealer-zeitpunkt-fuer-gc-endlich-3-punkte-zu-holen-nur,Luzern zu Gast im Letzigrund,"Ein idealer Zeitpunkt für GC, endlich 3 Punkte zu holen, nur ..."
nan,2022-04-07 15:06:00+00:00,"Das Kunstmuseum Luzern zeigt ein Labyrinth aus Himmel und Hölle – mit merkwürdigen Mischwesen in … Sound versehen. Während sich im Kunstmuseum Luzern die Kompositionen überlagern, sieht man jeweils nur …",https://www.srf.ch/kultur/kunst/ausstellung-in-luzern-diese-knet-kreaturen-knoepfen-sich-unsere-abgruende-vor,sub,https://www.srf.ch/kultur/kunst/ausstellung-in-luzern-diese-knet-kreaturen-knoepfen-sich-unsere-abgruende-vor,Ausstellung in Luzern,Diese Knet-Kreaturen knöpfen sich unsere Abgründe vor
nan,2022-04-04 10:08:00+00:00,Intensive Tierhaltung ist schlecht fürs Klima. Der «Tierkanton» Luzern fördert deshalb die … Nicht ohne Grund gilt der Kanton Luzern als «Schweinekanton». Denn mit 420'000 Tieren …,https://www.srf.ch/news/schweiz/schweinekanton-luzern-soja-statt-saeue-luzerner-bauern-sollen-weg-von-der-tierhaltung,sub,https://www.srf.ch/news/schweiz/schweinekanton-luzern-soja-statt-saeue-luzerner-bauern-sollen-weg-von-der-tierhaltung,«Schweinekanton» Luzern,Soja statt Säue: Luzerner Bauern sollen weg von der Tierhaltung
nan,2022-04-03 16:28:00+00:00,Luzern und Lugano trennen sich in der 28. Runde der Super League 2:2 unentschieden … zwischen dem FC Lugano und dem FC Luzern. Am Sonntag trafen sich die beiden …,https://www.srf.ch/sport/fussball/super-league/28-runde-der-super-league-grosse-moral-luzern-kaempft-sich-gegen-lugano-zurueck,sub,https://www.srf.ch/sport/fussball/super-league/28-runde-der-super-league-grosse-moral-luzern-kaempft-sich-gegen-lugano-zurueck,28. Runde der Super League,Grosse Moral: Luzern kämpft sich gegen Lugano zurück
nan,2022-03-19 20:16:00+00:00,"… einen spektakulären 3:2-Erfolg über Luzern. Die Ostschweizer liegen nach einem Fehl … treiben konnte, dann war dies der FC Luzern. Denn auch wenn die Innerschweizer der …",https://www.srf.ch/sport/fussball/super-league/fcsg-weiter-team-der-stunde-vom-0-2-zum-3-2-st-gallen-dreht-verruecktes-spiel-gegen-luzern,sub,https://www.srf.ch/sport/fussball/super-league/fcsg-weiter-team-der-stunde-vom-0-2-zum-3-2-st-gallen-dreht-verruecktes-spiel-gegen-luzern,FCSG weiter «Team der Stunde»,Vom 0:2 zum 3:2: St. Gallen dreht verrücktes Spiel gegen Luzern
nan,2022-03-15 10:01:00+00:00,… 1967. Das Auto kam auf Umwegen nach Luzern: Frisch schenkte es dem Filmregisseur Volker …,https://www.srf.ch/kultur/literatur/endstation-verkehrshaus-wie-max-frischs-jaguar-in-luzern-landete,sub,https://www.srf.ch/kultur/literatur/endstation-verkehrshaus-wie-max-frischs-jaguar-in-luzern-landete,Endstation Verkehrshaus,Wie Max Frischs Jaguar in Luzern landete
nan,2022-03-15 09:37:00+00:00,Der FC Luzern muss mehrere Wochen auf seinen Angreifer Marko Kvasina verzichten. Der …,https://www.srf.ch/sport/fussball/super-league/news-aus-der-super-league-luzern-wochenlang-ohne-kvasina,sub,https://www.srf.ch/sport/fussball/super-league/news-aus-der-super-league-luzern-wochenlang-ohne-kvasina,News aus der Super League,Luzern wochenlang ohne Kvasina
nan,2022-03-13 18:26:00+00:00,"GC unterliegt Luzern in der 26. Runde der Super League auswärts mit 0:1 … Das Eigentor des Brasilianers blieb der einzige Treffer in einer Partie, die Luzern durch …",https://www.srf.ch/sport/fussball/super-league/eigentor-in-der-2-minute-luzern-feiert-wichtigen-sieg-gegen-schwaches-gc,sub,https://www.srf.ch/sport/fussball/super-league/eigentor-in-der-2-minute-luzern-feiert-wichtigen-sieg-gegen-schwaches-gc,Eigentor in der 2. Minute,Luzern feiert wichtigen Sieg gegen schwaches GC
nan,2022-03-13 12:02:00+00:00,"In Luzern spielen Musikerinnen und Musiker aus Russland, Belarus und der Ukraine zusammen, um … Eigentlich ist es ganz normal, dass an der Hochschule Musik in Luzern Studentinnen und Studenten …",https://www.srf.ch/news/schweiz/musikhochschule-luzern-mit-musik-gegen-den-krieg-anspielen,sub,https://www.srf.ch/news/schweiz/musikhochschule-luzern-mit-musik-gegen-den-krieg-anspielen,Musikhochschule Luzern,Mit Musik gegen den Krieg anspielen
nan,2022-03-05 20:01:00+00:00,Die Young Boys kommen in der 25. Super-League-Runde zuhause gegen Luzern … und kamen selbst kaum zu Chancen. Die Luzerner ihrerseits lange auch nicht zu zwingenden …,https://www.srf.ch/sport/fussball/super-league/2-2-im-wankdorf-luzerner-gewaltsschuss-bringt-yb-um-den-sieg,sub,https://www.srf.ch/sport/fussball/super-league/2-2-im-wankdorf-luzerner-gewaltsschuss-bringt-yb-um-den-sieg,Neue Zivilprozessordnung ,Luzerner Gewaltsschuss bringt YB um den Sieg
nan,2022-03-05 09:17:00+00:00,In der 25. Super-League-Runde gastiert Luzern im Berner Wankdorf. 3 … zuhause gegen den Tabellenvorletzten aus Luzern wettzumachen. 3 Fragen sind im Vorfeld …,https://www.srf.ch/sport/fussball/super-league/vorschau-yb-luzern-finden-die-young-boys-gegen-luzern-zum-selbstvertrauen-zurueck,sub,https://www.srf.ch/sport/fussball/super-league/vorschau-yb-luzern-finden-die-young-boys-gegen-luzern-zum-selbstvertrauen-zurueck,Das Neueste zum Coronavirus,Finden die Young Boys gegen Luzern zum Selbstvertrauen zurück?
nan,2022-03-02 22:25:00+00:00,"Der FC Zürich feiert in der 24. Runde der Super League auswärts gegen Luzern einen … Mal beim Vorletzten der Tabelle in Luzern, distanzieren die Stadtzürcher die Gegner im …",https://www.srf.ch/sport/fussball/super-league/2-0-sieg-in-luzern-der-fcz-marschiert-weiter-unaufhaltsam-richtung-titel,sub,https://www.srf.ch/sport/fussball/super-league/2-0-sieg-in-luzern-der-fcz-marschiert-weiter-unaufhaltsam-richtung-titel,Krieg in der Ukraine,Der FCZ marschiert weiter unaufhaltsam Richtung Titel
nan,2022-03-02 09:35:00+00:00,Die Lage des FC Luzern ist weiterhin bedrohlich. Zuletzt lief es den Innerschweizern … Am 21. Dezember stellte der FC Luzern Mario Frick als neuen Trainer vor. Der Liechtensteiner …,https://www.srf.ch/sport/fussball/super-league/fcl-fordert-leader-fcz-formstark-luzerner-aufwaertstrend-im-abstiegskampf,sub,https://www.srf.ch/sport/fussball/super-league/fcl-fordert-leader-fcz-formstark-luzerner-aufwaertstrend-im-abstiegskampf,Geschichte der Nato,Formstark: Luzerner Aufwärtstrend im Abstiegskampf
nan,2022-02-27 18:45:00+00:00,Luzern schlägt Lausanne in der 23. Runde der Super League auswärts mit 2:1 … und damit einen frühen Schock hinnehmen: Luzerns Mohamed Dräger nutzte die inexistente Störarbeit …,https://www.srf.ch/sport/fussball/super-league/chaoten-provozieren-unterbruch-luzerns-abubakar-markiert-im-kellerduell-den-chef,sub,https://www.srf.ch/sport/fussball/super-league/chaoten-provozieren-unterbruch-luzerns-abubakar-markiert-im-kellerduell-den-chef,Rede am «Tag des Sieges»,Luzerns Abubakar markiert im Kellerduell den Chef
nan,2022-02-23 15:03:00+00:00,Die Luzerner Fasnacht ist der erste Grossanlass seit den Corona-Lockerungen. Der Menschen … über dem Seebecken in der Stadt Luzern der Urknall. Es wird auf dem Kapell …,https://www.srf.ch/news/schweiz/grossanlass-luzerner-fasnacht-luzern-ruestet-sich-fuer-den-grossansturm-der-fasnaechtler,sub,https://www.srf.ch/news/schweiz/grossanlass-luzerner-fasnacht-luzern-ruestet-sich-fuer-den-grossansturm-der-fasnaechtler,Krieg in der Ukraine ,Luzern rüstet sich für den Grossansturm der Fasnächtler
